search_objective,optimizer,seed,trial_id,lr,beta,dpo_step,st_tuner_time,ARC-C,GPQA,GSM8K,HellaSwag,PIQA,TruthfulQA,IFEval,Arena-Hard,MT-Bench,ELO,Z-Static,Z-Dynamic,Z-All,elapsed_time_sec
Arena-Hard,CQR,13,3,1e-06,0.02,200,75442.89697132111,69.88055,36.363636,88.77938,81.99562,80.4679,59.353775,80.41624,73.4,77.597404,1217.1661,-0.38496372,-0.3562789,-0.37635827,6797.0
Arena-Hard,CQR,14,0,1e-06,0.01,400,13542.002249813078,72.35495,36.868687,92.191055,82.20474,78.726875,66.98725,77.646034,76.433334,88.3871,1276.745,0.17587416,1.6686784,0.62371546,13541.9
Arena-Hard,CQR,15,2,1e-06,0.01,400,82567.81217989922,72.35495,36.868687,92.191055,82.20474,78.726875,66.98725,77.646034,76.433334,88.3871,1276.745,0.17587416,1.6686784,0.62371546,13541.9
Arena-Hard,CQR,16,5,1e-06,0.04,200,144422.2104199886,69.62457,36.868687,88.855194,81.58733,80.4679,58.470642,79.21099,67.6,77.09677,1188.1171,-0.72517455,-1.0548679,-0.82408255,6750.5
Arena-Hard,CQR,17,4,1e-06,0.01,400,150908.6023443699,72.35495,36.868687,92.191055,82.20474,78.726875,66.98725,77.646034,76.433334,88.3871,1276.745,0.17587416,1.6686784,0.62371546,13541.9
Arena-Hard,CQR,18,4,1e-06,0.01,400,150838.60675129888,72.35495,36.868687,92.191055,82.20474,78.726875,66.98725,77.646034,76.433334,88.3871,1276.745,0.17587416,1.6686784,0.62371546,13541.9
Arena-Hard,CQR,19,2,1e-06,0.01,400,82262.80222377778,72.35495,36.868687,92.191055,82.20474,78.726875,66.98725,77.646034,76.433334,88.3871,1276.745,0.17587416,1.6686784,0.62371546,13541.9
Arena-Hard,CQR,20,1,4e-06,0.02,200,6764.002186632157,72.61092,37.373737,91.43291,82.13503,78.23721,68.20614,78.7239,72.9,83.552635,1262.8114,0.4888241,0.6733288,0.5441755,6763.9
Arena-Hard,CQR,21,1,1e-06,0.01,400,13542.002207851408,72.35495,36.868687,92.191055,82.20474,78.726875,66.98725,77.646034,76.433334,88.3871,1276.745,0.17587416,1.6686784,0.62371546,13541.9
Arena-Hard,CQR,22,1,1e-06,0.01,400,13542.002484178542,72.35495,36.868687,92.191055,82.20474,78.726875,66.98725,77.646034,76.433334,88.3871,1276.745,0.17587416,1.6686784,0.62371546,13541.9
Arena-Hard,CQR,23,2,1e-06,0.02,200,75442.90120515824,69.88055,36.363636,88.77938,81.99562,80.4679,59.353775,80.41624,73.4,77.597404,1217.1661,-0.38496372,-0.3562789,-0.37635827,6797.0
Arena-Hard,CQR,24,6,1e-06,0.02,200,212719.7726632118,69.88055,36.363636,88.77938,81.99562,80.4679,59.353775,80.41624,73.4,77.597404,1217.1661,-0.38496372,-0.3562789,-0.37635827,6797.0
Arena-Hard,RandomSearch,0,0,1e-06,0.01,400,13542.00219259262,72.35495,36.868687,92.191055,82.20474,78.726875,66.98725,77.646034,76.433334,88.3871,1276.745,0.17587416,1.6686784,0.62371546,13541.9
Arena-Hard,RandomSearch,1,7,1e-06,0.01,400,219524.4044466972,72.35495,36.868687,92.191055,82.20474,78.726875,66.98725,77.646034,76.433334,88.3871,1276.745,0.17587416,1.6686784,0.62371546,13541.9
Arena-Hard,RandomSearch,2,3,1e-06,0.01,400,82232.80815896988,72.35495,36.868687,92.191055,82.20474,78.726875,66.98725,77.646034,76.433334,88.3871,1276.745,0.17587416,1.6686784,0.62371546,13541.9
Arena-Hard,RandomSearch,3,3,1e-06,0.02,200,75352.89814648629,69.88055,36.363636,88.77938,81.99562,80.4679,59.353775,80.41624,73.4,77.597404,1217.1661,-0.38496372,-0.3562789,-0.37635827,6797.0
Arena-Hard,RandomSearch,4,7,1e-06,0.02,200,212899.50822982783,69.88055,36.363636,88.77938,81.99562,80.4679,59.353775,80.41624,73.4,77.597404,1217.1661,-0.38496372,-0.3562789,-0.37635827,6797.0
Arena-Hard,RandomSearch,5,7,1e-06,0.02,200,212879.57814607615,69.88055,36.363636,88.77938,81.99562,80.4679,59.353775,80.41624,73.4,77.597404,1217.1661,-0.38496372,-0.3562789,-0.37635827,6797.0
Arena-Hard,RandomSearch,6,5,1e-06,0.01,400,151213.62613234518,72.35495,36.868687,92.191055,82.20474,78.726875,66.98725,77.646034,76.433334,88.3871,1276.745,0.17587416,1.6686784,0.62371546,13541.9
Arena-Hard,RandomSearch,7,1,1e-06,0.01,400,13542.00299797058,72.35495,36.868687,92.191055,82.20474,78.726875,66.98725,77.646034,76.433334,88.3871,1276.745,0.17587416,1.6686784,0.62371546,13541.9
Arena-Hard,RandomSearch,8,3,1e-06,0.01,400,82187.81116352082,72.35495,36.868687,92.191055,82.20474,78.726875,66.98725,77.646034,76.433334,88.3871,1276.745,0.17587416,1.6686784,0.62371546,13541.9
Arena-Hard,RandomSearch,9,1,1e-06,0.02,200,6797.102740859986,69.88055,36.363636,88.77938,81.99562,80.4679,59.353775,80.41624,73.4,77.597404,1217.1661,-0.38496372,-0.3562789,-0.37635827,6797.0
Arena-Hard,RandomSearch,10,0,1e-06,0.01,400,13542.0022796154,72.35495,36.868687,92.191055,82.20474,78.726875,66.98725,77.646034,76.433334,88.3871,1276.745,0.17587416,1.6686784,0.62371546,13541.9
Arena-Hard,RandomSearch,11,7,1e-06,0.01,400,220024.47463426588,72.35495,36.868687,92.191055,82.20474,78.726875,66.98725,77.646034,76.433334,88.3871,1276.745,0.17587416,1.6686784,0.62371546,13541.9
Arena-Hard,RandomSearch,12,5,4e-06,0.02,200,144220.6096466541,72.61092,37.373737,91.43291,82.13503,78.23721,68.20614,78.7239,72.9,83.552635,1262.8114,0.4888241,0.6733288,0.5441755,6763.9
Arena-Hard,RandomSearch,13,1,1e-06,0.04,200,6750.602267122269,69.62457,36.868687,88.855194,81.58733,80.4679,58.470642,79.21099,67.6,77.09677,1188.1171,-0.72517455,-1.0548679,-0.82408255,6750.5
Arena-Hard,RandomSearch,14,2,4e-06,0.02,200,75339.80262074471,72.61092,37.373737,91.43291,82.13503,78.23721,68.20614,78.7239,72.9,83.552635,1262.8114,0.4888241,0.6733288,0.5441755,6763.9
